@relation WA_Fn-UseC_-Telco-Customer-Churn-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.RemovePercentage-P80.0-V-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1

@attribute gender {Female,Male}
@attribute SeniorCitizen numeric
@attribute Partner {Yes,No}
@attribute Dependents {No,Yes}
@attribute tenure numeric
@attribute PhoneService {No,Yes}
@attribute MultipleLines {'No phone service',No,Yes}
@attribute InternetService {DSL,'Fiber optic',No}
@attribute OnlineSecurity {No,Yes,'No internet service'}
@attribute OnlineBackup {Yes,No,'No internet service'}
@attribute DeviceProtection {No,Yes,'No internet service'}
@attribute TechSupport {No,Yes,'No internet service'}
@attribute StreamingTV {No,Yes,'No internet service'}
@attribute StreamingMovies {No,Yes,'No internet service'}
@attribute Contract {Month-to-month,'One year','Two year'}  
@attribute PaperlessBilling {Yes,No}
@attribute PaymentMethod {'Electronic check','Mailed check','Bank transfer (automatic)','Credit card (automatic)'}
@attribute MonthlyCharges numeric
@attribute TotalCharges numeric
@attribute Churn {No,Yes}

@data
Female,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.454167,20.192196,Yes
Female,0,No,No,5,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',85.390866,424.422546,Yes
Female,0,No,No,4,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',70.473876,279.487446,Yes
Male,0,Yes,No,34.856757,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',99.890684,3479.716249,Yes
Female,0,No,No,14.162231,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',62.578144,895.26699,Yes
Female,0,Yes,No,29.840541,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',78.213826,2405.811654,Yes
Female,0,Yes,No,62.312152,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',103.64357,6561.148948,Yes
Female,0,No,No,49.937828,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',99.355531,4346.786128,Yes
Male,0.6123,No,No,22,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',97.519879,2085.371198,Yes
Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,'Mailed check',54.857679,113.205479,Yes
Male,1,Yes,No,19.774883,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',80.485527,1773.199542,Yes
Female,0,Yes,No,8,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Bank transfer (automatic)',19.782491,153.07697,Yes
Female,1,No,No,15,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',75.665096,1150.314207,Yes
Male,1,No,No,1,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',74.930704,75.267593,Yes
Female,0,Yes,No,16.467337,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',78.295557,1312.737268,Yes
Female,1,No,No,1,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',25.280075,25.370823,Yes
Female,0,No,No,2,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',40.67739,76.140028,Yes
Female,0,No,No,27.016428,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',84.951094,1948.427219,Yes
Female,0,No,No,2,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Bank transfer (automatic)',88.994387,187.730753,Yes
Female,0,No,No,15.785529,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',70.237074,1030.301502,Yes
Male,0.228715,No,No,8,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',100.726448,827.793037,Yes
Female,0,Yes,No,5,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',69.913168,329.346067,Yes
Male,0.421399,Yes,No,67.144103,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',104.535044,6856.940609,Yes
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',45.917641,45.882928,Yes
Male,0,Yes,No,59.476843,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',97.221004,5758.871103,Yes
Female,0,No,No,1,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',91.525445,91.275948,Yes
Female,0,Yes,No,16,Yes,No,'Fiber optic',No,Yes,No,No,Yes,No,Month-to-month,Yes,'Electronic check',95.762748,1549.229409,Yes
Male,0,No,No,1,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',75.37402,75.073005,Yes
Male,1,Yes,No,10.110924,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',89.211352,900.28269,Yes
Female,0.236671,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',44.625034,133.696891,Yes
Female,0.971488,Yes,No,65.41906,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',104.093301,6769.055469,Yes
Male,0,No,No,17.80009,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',98.474822,1695.051183,Yes
Male,0,No,No,8.187748,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',46.582846,416.257395,Yes
Female,0.300773,No,No,11.30939,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',88.284665,953.297745,Yes
Female,0,Yes,No,38.892235,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',81.799682,3392.347657,Yes
Female,0.775576,No,No,2,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',77.415302,165.342002,Yes
Male,0.170687,No,No,1,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',89.717552,89.329162,Yes
Female,0,No,No,31.315601,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',88.958912,2759.872055,Yes
Female,0,No,No,15,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',66.462143,994.650934,Yes
Male,0.219108,No,No,12.155371,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',94.432804,1165.424567,Yes
Female,0,Yes,No,60.585259,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',99.518243,5921.058584,Yes
Female,1,No,No,24.6834,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,No,Month-to-month,Yes,'Electronic check',89.914322,2289.902048,Yes
Male,0,Yes,No,31.647401,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',93.266495,3022.977884,Yes
Female,0.750172,No,No,56,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,'One year',Yes,'Electronic check',101.856102,5508.907032,Yes
Female,0,Yes,No,8.37337,Yes,No,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',84.172085,661.870924,Yes
Male,0.192003,Yes,No,17.832171,Yes,Yes,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',84.301588,1465.398038,Yes
Male,0,Yes,No,47.436111,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',106.384363,5097.974504,Yes
Male,0.887495,No,No,16.867763,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',49.578893,752.064841,Yes
Female,0.115872,No,No,36.853093,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',106.805339,3584.495787,Yes
Female,0.080262,No,No,40.21536,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',96.417348,3537.501586,Yes
Male,0,Yes,No,11.876291,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',81.123703,860.23013,Yes
Female,0,No,No,1,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',85.57306,85.642666,Yes
Male,1,No,No,1,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',79.159526,79.198187,Yes
Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',43.025502,137.769809,Yes
Male,0,Yes,No,62.586015,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',84.630802,5344.935887,Yes
Female,0,No,No,4.643357,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',70.055968,323.380514,Yes
Male,0.959992,Yes,No,50.045623,Yes,Yes,'Fiber optic',Yes,No,No,No,Yes,Yes,'One year',Yes,'Electronic check',94.770792,4815.386053,Yes
Female,0.305164,No,No,45.039622,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',99.726808,4397.731095,Yes
Female,0.14508,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,'Mailed check',50.122177,50.117319,Yes
Female,0.917262,Yes,No,41,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',113.490781,4589.534131,Yes
Female,0,Yes,No,30.093176,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',76.774926,2401.354855,Yes
Female,0.52037,Yes,No,26.36366,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',39.364587,1629.62538,Yes
Male,0,No,No,1,No,'No phone service',DSL,No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',35.509705,35.233691,Yes
Female,0,No,No,3,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',85.422804,268.758949,Yes
Male,0,Yes,No,61.957292,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',104.656553,6614.312668,Yes
Male,0.330466,Yes,No,24.968549,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',94.063678,2192.043483,Yes
Female,0,No,No,1,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',102.015331,100.322368,Yes
Female,0.547693,No,No,4,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',78.563883,294.003865,Yes
Female,0,Yes,No,9,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',74.234003,641.989666,Yes
Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',59.202571,59.820791,Yes
Female,1,No,No,1,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',69.6,69.6,Yes
Male,0,No,No,8.228959,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',46.018098,416.704501,Yes
Male,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.543139,19.618745,Yes
Male,0,No,No,1,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',69.89514,69.890537,Yes
Female,0.295938,No,No,2,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',86.393553,186.449181,Yes
Female,0,No,No,3,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',85.104973,262.635597,Yes
Male,0.162907,Yes,No,15.964569,Yes,No,'Fiber optic',No,Yes,No,No,No,Yes,Month-to-month,Yes,'Electronic check',89.911831,1178.339637,Yes
Male,1,Yes,No,44.375774,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',99.456173,4708.320296,Yes
Male,1,No,No,13.154303,Yes,Yes,'Fiber optic',No,Yes,No,No,No,Yes,Month-to-month,Yes,'Electronic check',90.288078,1209.914135,Yes
Female,0,No,No,2,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',76.675548,143.642355,Yes
Female,0,No,No,11.386577,Yes,No,DSL,'No internet service','No internet service',No,No,No,No,Month-to-month,Yes,'Electronic check',25.345467,398.115579,Yes
Female,0.958741,No,No,1,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',71.65,71.65,Yes
Female,0,No,No,4,No,'No phone service',DSL,No,No,'No internet service','No internet service',No,No,Month-to-month,No,'Electronic check',20.35,77.002421,Yes
Female,0.398511,Yes,No,39.972296,Yes,No,'Fiber optic',No,Yes,Yes,No,No,No,Month-to-month,Yes,'Credit card (automatic)',84.021015,3266.992657,Yes
Female,0.770138,Yes,No,12.480582,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',74.906879,944.740766,Yes
Male,0.716795,No,No,19,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',88.700691,1763.586115,Yes
Female,0,No,No,10.171309,Yes,No,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',90.166875,979.379925,Yes
Female,0,No,No,1,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Electronic check',76.264591,76.036188,Yes
Male,0,No,No,22.732592,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',91.166118,1704.503522,Yes
Female,1,Yes,No,32.642613,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',83.980213,2656.087305,Yes
Male,1,Yes,No,32,Yes,Yes,'Fiber optic',No,Yes,No,No,No,Yes,Month-to-month,Yes,'Electronic check',85.01942,2651.294567,Yes
Female,0.008938,Yes,Yes,29.96049,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',93.848459,2707.959977,Yes
Female,0,No,No,21.440232,Yes,No,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',67.60499,1422.507615,Yes
Male,1,Yes,No,56.396682,No,'No phone service',DSL,No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',45.553282,2562.968457,Yes
Female,0.29906,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Electronic check',45.127527,45.141159,Yes
Male,0.579605,No,No,26.530383,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',81.695613,2125.890387,Yes
Male,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.94164,20.013785,Yes
Male,0,Yes,No,64.673298,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Credit card (automatic)',106.691943,6930.626437,Yes
Female,0,No,No,9.426979,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',51.993567,409.932505,Yes
Female,0,No,No,2,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',35.037218,65.882862,Yes
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',46.057787,46.094715,Yes
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Electronic check',45.33528,45.535893,Yes
Male,0.062836,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',43.399165,43.43449,Yes
Female,1,Yes,No,35.240905,Yes,No,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',65.660823,2271.500955,Yes
Male,0,No,No,19,Yes,No,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',73.475753,1432.551798,Yes
Female,0,No,No,52,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',84.976655,4344.378794,Yes
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',45.730196,45.772204,Yes
Female,0,No,No,3,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',83.584929,246.692315,Yes
Male,0,No,No,1,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',69.975977,70.019168,Yes
Female,0,No,No,2,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',84.654441,165.392879,Yes
Female,1,Yes,No,34.003814,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,No,Month-to-month,Yes,'Electronic check',102.934252,3654.42871,Yes
Female,0,Yes,No,17.759154,Yes,No,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',59.432209,1194.901759,Yes
Female,0,Yes,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.965912,20.955268,Yes
Female,0.230778,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',45.057726,45.076156,Yes
Female,0.994363,Yes,No,27.829382,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',54.115845,1536.011682,Yes
Female,0.250339,Yes,No,5,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',80.700728,380.269139,Yes
Male,0,Yes,No,52.732167,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',94.676814,5124.554039,Yes
Female,0.996594,Yes,No,44,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',85.482314,3886.627427,Yes
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',50.799049,50.682655,Yes
Female,0.493332,Yes,No,46.377272,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',107.328474,4872.551012,Yes
Male,0,Yes,No,47,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',106.598969,5120.84921,Yes
Female,0,Yes,No,27.120662,Yes,Yes,DSL,No,No,'No internet service',No,'No internet service','No internet service',Month-to-month,Yes,'Electronic check',20.151903,668.674628,Yes
Female,0,No,No,3,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',80.10071,248.408217,Yes
Male,0.799905,No,No,8.374885,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',20.577221,215.132322,Yes
Female,0,No,No,2,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',80.279854,163.367539,Yes
Female,0,Yes,No,61.520992,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',102.847809,5930.661387,Yes
Male,0,No,No,1,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',75.558264,75.630838,Yes
Male,0,No,No,1,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',75.391911,75.418879,Yes
Female,0,No,No,16.799679,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',64.015922,1197.714096,Yes
Male,0,Yes,Yes,56.082271,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Credit card (automatic)',103.81627,5337.824069,Yes
Female,0,Yes,No,7,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',79.84336,583.990979,Yes
Male,0,No,No,11,Yes,No,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',74.911423,825.652867,Yes
Male,0.44305,No,No,1,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',93.746242,93.790045,Yes
Female,0.166456,Yes,No,58,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',101.775764,5883.843797,Yes
Female,0.636911,Yes,No,14,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',90.519776,1259.664432,Yes
Female,0,No,No,13.073075,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',25.940693,306.482454,Yes
Female,0,Yes,No,21.311194,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',95.355974,2254.822581,Yes
Female,0.466435,Yes,No,58.795177,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',108.63427,6264.617065,Yes
Female,1,Yes,No,13.677573,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',90.261956,1362.429902,Yes
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',45.63872,45.618753,Yes
Female,1,No,No,1,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',69.943916,69.866619,Yes
Male,0.14578,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',44.474096,95.065098,Yes
Male,0.239047,No,No,22.37064,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',84.285059,1720.671728,Yes
Female,0,Yes,No,55.973343,Yes,No,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',102.100879,5461.42027,Yes
Male,0,Yes,No,24.275883,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',88.679035,2172.331804,Yes
Female,0.137964,Yes,No,50.21315,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',98.546777,4931.055614,Yes
Male,0,No,No,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',48.76987,221.336363,Yes
Female,0,No,No,2,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',85.801049,181.621416,Yes
Female,0,No,No,4,Yes,Yes,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,Yes,'Electronic check',85.445219,336.845334,Yes
Female,0.38152,No,No,5,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',75.674655,350.64373,Yes
Female,0.934056,Yes,No,44.872602,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',102.138398,4533.823085,Yes
Female,0,No,No,10,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',81.747303,830.727851,Yes
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',45.575035,45.387124,Yes
Male,0.024698,Yes,No,66.001058,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',104.92195,7038.011548,Yes
Female,0.596044,No,No,4.455479,Yes,Yes,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',89.463957,370.644137,Yes
Male,0,Yes,No,64.431197,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',98.760043,6051.160681,Yes
Female,0.410467,Yes,No,15.114263,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',87.754668,1388.747351,Yes
Male,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',20.158397,20.151344,Yes
Female,0,Yes,No,26.33336,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',83.224596,2360.424148,Yes
Female,0.296538,No,No,20.965416,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',81.437441,1729.270408,Yes
Male,0.477221,No,No,24.528745,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',93.576759,2015.641713,Yes
Female,0.151136,Yes,No,43.342241,Yes,No,'Fiber optic',No,Yes,No,No,No,Yes,Month-to-month,Yes,'Electronic check',94.769234,4064.281861,Yes
Female,0.512063,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,'Mailed check',49.537732,112.610959,Yes
Female,0.782472,No,No,20.205795,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',85.037672,1732.463937,Yes
Male,0,Yes,No,7,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',50.881718,353.023517,Yes
Female,0,No,No,1,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',95.538225,95.59116,Yes
Female,0,No,No,46.362973,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',62.315345,2934.298335,Yes
Female,1,Yes,No,44.437281,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',91.857869,4568.356995,Yes
Female,0,No,No,1,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',71.214942,71.319328,Yes
Female,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',20.245043,20.217802,Yes
Female,0,No,No,1,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',69.982175,69.960095,Yes
